Angle,M1 Ticks,M2 Ticks,M3 Ticks,M4 Ticks,Direction,M1 Ticks,M2 Ticks,M3 Ticks,M4 Ticks,Direction
25.950172,865.005798,865.005798,865.005798,865.005798,counterclockwise,0,0,1349.570435,1349.570435,counterclockwise
38.944214,1298.140503,1298.140503,1298.140503,1298.140503,counterclockwise,0,0,2175.826416,2175.826416,counterclockwise
6.558014,218.600479,218.600479,218.600479,218.600479,counterclockwise,0,0,2936.986816,2936.986816,counterclockwise
6.119489,203.982986,203.982986,203.982986,203.982986,counterclockwise,0,0,2009.566772,2009.566772,counterclockwise
7.408388,246.946274,246.946274,246.946274,246.946274,clockwise,0,0,3113.030029,3113.030029,counterclockwise
27.618088,920.602966,920.602966,920.602966,920.602966,clockwise,0,0,2596.535156,2596.535156,counterclockwise
20.064774,668.825867,668.825867,668.825867,668.825867,clockwise,0,0,2796.744629,2796.744629,counterclockwise
22.985554,766.185181,766.185181,766.185181,766.185181,clockwise,0,0,371.276703,371.276703,clockwise
28.811203,960.373535,960.373535,960.373535,960.373535,clockwise,0,0,2122.172119,2122.172119,counterclockwise
36.324383,1210.812866,1210.812866,1210.812866,1210.812866,clockwise,0,0,2927.049316,2927.049316,counterclockwise
21.743742,724.791443,724.791443,724.791443,724.791443,clockwise,0,0,1752.066895,1752.066895,counterclockwise
14.753579,491.786011,491.786011,491.786011,491.786011,counterclockwise,0,0,1490.606934,1490.606934,clockwise
3.619815,120.660515,120.660515,120.660515,120.660515,counterclockwise,0,0,2532.715332,2532.715332,counterclockwise
48.211201,1607.040161,1607.040161,1607.040161,1607.040161,counterclockwise,0,0,2777.597656,2777.597656,counterclockwise
36.167122,1205.570801,1205.570801,1205.570801,1205.570801,counterclockwise,0,0,1272.335693,1272.335693,counterclockwise
3.994601,133.153397,133.153397,133.153397,133.153397,counterclockwise,0,0,294.461914,294.461914,clockwise
25.467188,848.906311,848.906311,848.906311,848.906311,counterclockwise,0,0,517.419189,517.419189,counterclockwise
11.871652,395.721741,395.721741,395.721741,395.721741,counterclockwise,0,0,1074.244873,1074.244873,counterclockwise
26.299047,876.635010,876.635010,876.635010,876.635010,clockwise,0,0,99.287277,99.287277,clockwise
49.598110,1653.270508,1653.270508,1653.270508,1653.270508,clockwise,0,0,3175.892334,3175.892334,counterclockwise
27.664045,922.134888,922.134888,922.134888,922.134888,clockwise,0,0,1832.904785,1832.904785,counterclockwise
49.926884,1664.229614,1664.229614,1664.229614,1664.229614,counterclockwise,0,0,2589.327393,2589.327393,counterclockwise
23.965008,798.833679,798.833679,798.833679,798.833679,clockwise,0,0,3144.350586,3144.350586,counterclockwise
26.921040,897.368042,897.368042,897.368042,897.368042,counterclockwise,0,0,224.370209,224.370209,counterclockwise
11.918725,397.290863,397.290863,397.290863,397.290863,clockwise,0,0,2889.647705,2889.647705,counterclockwise
16.069168,535.638977,535.638977,535.638977,535.638977,clockwise,0,0,870.984802,870.984802,clockwise
31.862167,1062.072266,1062.072266,1062.072266,1062.072266,counterclockwise,0,0,1458.623169,1458.623169,counterclockwise
23.100224,770.007507,770.007507,770.007507,770.007507,clockwise,0,0,808.226929,808.226929,counterclockwise
8.647346,288.244904,288.244904,288.244904,288.244904,clockwise,0,0,1226.486328,1226.486328,clockwise
2.289533,76.317787,76.317787,76.317787,76.317787,clockwise,0,0,2011.425659,2011.425659,counterclockwise
20.380634,679.354553,679.354553,679.354553,679.354553,counterclockwise,0,0,199.822327,199.822327,clockwise
50.277348,1675.911743,1675.911743,1675.911743,1675.911743,clockwise,0,0,2864.078613,2864.078613,counterclockwise
30.634212,1021.140503,1021.140503,1021.140503,1021.140503,clockwise,0,0,1887.857788,1887.857788,counterclockwise
3.492344,116.411491,116.411491,116.411491,116.411491,clockwise,0,0,185.396469,185.396469,counterclockwise
34.053799,1135.126709,1135.126709,1135.126709,1135.126709,clockwise,0,0,1187.028687,1187.028687,counterclockwise
11.892502,396.416748,396.416748,396.416748,396.416748,clockwise,0,0,982.584351,982.584351,counterclockwise
3.780911,126.030365,126.030365,126.030365,126.030365,counterclockwise,0,0,163.165634,163.165634,clockwise
42.319942,1410.664917,1410.664917,1410.664917,1410.664917,counterclockwise,0,0,1578.244141,1578.244141,counterclockwise
13.629517,454.317261,454.317261,454.317261,454.317261,counterclockwise,0,0,454.329865,454.329865,clockwise
7.245361,241.512039,241.512039,241.512039,241.512039,counterclockwise,0,0,1068.400879,1068.400879,clockwise
17.178280,572.609375,572.609375,572.609375,572.609375,clockwise,0,0,493.151093,493.151093,clockwise
30.049978,1001.666016,1001.666016,1001.666016,1001.666016,clockwise,0,0,2331.174316,2331.174316,counterclockwise
10.515689,350.522980,350.522980,350.522980,350.522980,clockwise,0,0,1846.973999,1846.973999,counterclockwise
26.696630,889.887756,889.887756,889.887756,889.887756,clockwise,0,0,1877.073486,1877.073486,counterclockwise
49.895172,1663.172485,1663.172485,1663.172485,1663.172485,counterclockwise,0,0,3166.967041,3166.967041,counterclockwise
13.561666,452.055573,452.055573,452.055573,452.055573,counterclockwise,0,0,705.400085,705.400085,counterclockwise
27.158175,905.272583,905.272583,905.272583,905.272583,clockwise,0,0,1519.025879,1519.025879,counterclockwise
30.688761,1022.958740,1022.958740,1022.958740,1022.958740,clockwise,0,0,1731.911377,1731.911377,counterclockwise
24.491568,816.385620,816.385620,816.385620,816.385620,clockwise,0,0,1963.793823,1963.793823,counterclockwise
34.666821,1155.560791,1155.560791,1155.560791,1155.560791,clockwise,0,0,1375.735474,1375.735474,counterclockwise
21.325306,710.843567,710.843567,710.843567,710.843567,clockwise,0,0,1458.865112,1458.865112,counterclockwise
39.742321,1324.744141,1324.744141,1324.744141,1324.744141,clockwise,0,0,2351.049561,2351.049561,counterclockwise
4.339223,144.640793,144.640793,144.640793,144.640793,counterclockwise,0,0,2139.806396,2139.806396,clockwise
38.566734,1285.557861,1285.557861,1285.557861,1285.557861,counterclockwise,0,0,2997.818359,2997.818359,counterclockwise
0.149161,4.972028,4.972028,4.972028,4.972028,clockwise,0,0,1253.682739,1253.682739,clockwise
19.277000,642.566711,642.566711,642.566711,642.566711,counterclockwise,0,0,944.807434,944.807434,counterclockwise
37.363682,1245.456177,1245.456177,1245.456177,1245.456177,counterclockwise,0,0,799.645325,799.645325,counterclockwise
0.037245,1.241492,1.241492,1.241492,1.241492,counterclockwise,0,0,1243.000244,1243.000244,clockwise
14.907963,496.932129,496.932129,496.932129,496.932129,counterclockwise,0,0,2276.654297,2276.654297,counterclockwise
13.507599,450.253326,450.253326,450.253326,450.253326,counterclockwise,0,0,3178.063232,3178.063232,counterclockwise
24.464039,815.468018,815.468018,815.468018,815.468018,counterclockwise,0,0,2438.164551,2438.164551,counterclockwise
0.703010,23.433685,23.433685,23.433685,23.433685,counterclockwise,0,0,1138.517944,1138.517944,clockwise
25.681177,856.039307,856.039307,856.039307,856.039307,clockwise,0,0,872.983948,872.983948,counterclockwise
18.613731,620.457764,620.457764,620.457764,620.457764,counterclockwise,0,0,3093.004639,3093.004639,counterclockwise
14.805360,493.512024,493.512024,493.512024,493.512024,counterclockwise,0,0,346.321320,346.321320,clockwise
29.587193,986.239807,986.239807,986.239807,986.239807,clockwise,0,0,2167.881592,2167.881592,counterclockwise
13.663960,455.465363,455.465363,455.465363,455.465363,counterclockwise,0,0,2649.458740,2649.458740,counterclockwise
24.246183,808.206177,808.206177,808.206177,808.206177,clockwise,0,0,3056.126465,3056.126465,counterclockwise
10.198911,339.963715,339.963715,339.963715,339.963715,counterclockwise,0,0,1837.730347,1837.730347,counterclockwise
40.785091,1359.503174,1359.503174,1359.503174,1359.503174,clockwise,0,0,3120.581543,3120.581543,counterclockwise
51.814598,1727.153442,1727.153442,1727.153442,1727.153442,counterclockwise,0,0,2443.346680,2443.346680,counterclockwise
7.656596,255.219894,255.219894,255.219894,255.219894,clockwise,0,0,59.893173,59.893173,counterclockwise
36.565777,1218.859375,1218.859375,1218.859375,1218.859375,clockwise,0,0,849.874695,849.874695,counterclockwise
21.167076,705.569275,705.569275,705.569275,705.569275,clockwise,0,0,2839.888428,2839.888428,counterclockwise
32.456772,1081.892456,1081.892456,1081.892456,1081.892456,clockwise,0,0,1355.847412,1355.847412,counterclockwise
44.364174,1478.805908,1478.805908,1478.805908,1478.805908,counterclockwise,0,0,1917.320679,1917.320679,counterclockwise
18.492029,616.401001,616.401001,616.401001,616.401001,counterclockwise,0,0,1126.880493,1126.880493,clockwise
13.445554,448.185150,448.185150,448.185150,448.185150,clockwise,0,0,455.883392,455.883392,counterclockwise
22.248652,741.621765,741.621765,741.621765,741.621765,counterclockwise,0,0,1015.153870,1015.153870,counterclockwise
22.646730,754.891052,754.891052,754.891052,754.891052,counterclockwise,0,0,920.666809,920.666809,clockwise
14.415132,480.504425,480.504425,480.504425,480.504425,clockwise,0,0,1624.997437,1624.997437,counterclockwise
28.692585,956.419556,956.419556,956.419556,956.419556,counterclockwise,0,0,2200.094238,2200.094238,counterclockwise
2.848579,94.952652,94.952652,94.952652,94.952652,clockwise,0,0,352.827301,352.827301,counterclockwise
16.964655,565.488525,565.488525,565.488525,565.488525,counterclockwise,0,0,17.405144,17.405144,clockwise
46.565369,1552.179077,1552.179077,1552.179077,1552.179077,clockwise,0,0,2354.436279,2354.436279,counterclockwise
17.090376,569.679260,569.679260,569.679260,569.679260,counterclockwise,0,0,1245.113525,1245.113525,clockwise
23.239855,774.661865,774.661865,774.661865,774.661865,counterclockwise,0,0,2487.999268,2487.999268,counterclockwise
36.866535,1228.884644,1228.884644,1228.884644,1228.884644,clockwise,0,0,3051.224365,3051.224365,counterclockwise
2.246822,74.894066,74.894066,74.894066,74.894066,counterclockwise,0,0,1485.450195,1485.450195,clockwise
35.459755,1181.991943,1181.991943,1181.991943,1181.991943,counterclockwise,0,0,2708.013916,2708.013916,counterclockwise
12.185162,406.172089,406.172089,406.172089,406.172089,counterclockwise,0,0,2267.015869,2267.015869,counterclockwise
35.838375,1194.612549,1194.612549,1194.612549,1194.612549,counterclockwise,0,0,715.687988,715.687988,counterclockwise
17.720451,590.681763,590.681763,590.681763,590.681763,clockwise,0,0,2804.885742,2804.885742,counterclockwise
21.996567,733.218933,733.218933,733.218933,733.218933,counterclockwise,0,0,959.398865,959.398865,counterclockwise
42.588230,1419.607788,1419.607788,1419.607788,1419.607788,clockwise,0,0,2585.214844,2585.214844,counterclockwise
36.394257,1213.141968,1213.141968,1213.141968,1213.141968,clockwise,0,0,2264.100098,2264.100098,counterclockwise
33.846142,1128.204834,1128.204834,1128.204834,1128.204834,counterclockwise,0,0,1027.109619,1027.109619,counterclockwise
17.219589,573.986328,573.986328,573.986328,573.986328,counterclockwise,0,0,809.423950,809.423950,clockwise
5.305048,176.834930,176.834930,176.834930,176.834930,clockwise,0,0,1719.650146,1719.650146,counterclockwise
36.835152,1227.838501,1227.838501,1227.838501,1227.838501,clockwise,0,0,2231.734375,2231.734375,counterclockwise
3.280891,109.363045,109.363045,109.363045,109.363045,counterclockwise,0,0,891.000366,891.000366,counterclockwise
29.520857,984.028625,984.028625,984.028625,984.028625,counterclockwise,0,0,2358.740234,2358.740234,counterclockwise
15.032914,501.097168,501.097168,501.097168,501.097168,clockwise,0,0,637.472717,637.472717,clockwise
9.894659,329.821991,329.821991,329.821991,329.821991,counterclockwise,0,0,64.018486,64.018486,counterclockwise
10.163754,338.791840,338.791840,338.791840,338.791840,counterclockwise,0,0,273.695465,273.695465,counterclockwise
33.977951,1132.598511,1132.598511,1132.598511,1132.598511,counterclockwise,0,0,1931.822754,1931.822754,counterclockwise
22.936810,764.560364,764.560364,764.560364,764.560364,clockwise,0,0,535.588379,535.588379,clockwise
29.006590,966.886414,966.886414,966.886414,966.886414,clockwise,0,0,1978.945312,1978.945312,counterclockwise
20.771519,692.384033,692.384033,692.384033,692.384033,counterclockwise,0,0,913.803833,913.803833,clockwise
33.150871,1105.029175,1105.029175,1105.029175,1105.029175,clockwise,0,0,707.080872,707.080872,counterclockwise
33.848820,1128.294067,1128.294067,1128.294067,1128.294067,counterclockwise,0,0,2769.134277,2769.134277,counterclockwise
12.188993,406.299774,406.299774,406.299774,406.299774,clockwise,0,0,613.141174,613.141174,counterclockwise
4.573676,152.455872,152.455872,152.455872,152.455872,clockwise,0,0,1525.137207,1525.137207,counterclockwise
24.800659,826.688721,826.688721,826.688721,826.688721,counterclockwise,0,0,1166.414673,1166.414673,counterclockwise
38.349533,1278.317871,1278.317871,1278.317871,1278.317871,clockwise,0,0,3083.563477,3083.563477,counterclockwise
10.101754,336.725159,336.725159,336.725159,336.725159,counterclockwise,0,0,1549.914551,1549.914551,clockwise
37.650097,1255.003296,1255.003296,1255.003296,1255.003296,counterclockwise,0,0,572.512207,572.512207,counterclockwise
13.878721,462.624084,462.624084,462.624084,462.624084,clockwise,0,0,1455.707520,1455.707520,counterclockwise
43.207352,1440.245117,1440.245117,1440.245117,1440.245117,clockwise,0,0,3122.449463,3122.449463,counterclockwise
50.808186,1693.606323,1693.606323,1693.606323,1693.606323,clockwise,0,0,2354.907471,2354.907471,counterclockwise
34.451656,1148.388672,1148.388672,1148.388672,1148.388672,clockwise,0,0,2148.655518,2148.655518,counterclockwise
20.041889,668.063049,668.063049,668.063049,668.063049,clockwise,0,0,77.183693,77.183693,clockwise
33.280144,1109.338257,1109.338257,1109.338257,1109.338257,clockwise,0,0,937.053406,937.053406,counterclockwise
19.384991,646.166382,646.166382,646.166382,646.166382,clockwise,0,0,62.630592,62.630592,counterclockwise
23.281765,776.058899,776.058899,776.058899,776.058899,counterclockwise,0,0,1120.972900,1120.972900,counterclockwise
39.247116,1308.237305,1308.237305,1308.237305,1308.237305,clockwise,0,0,707.004395,707.004395,counterclockwise
31.166609,1038.887085,1038.887085,1038.887085,1038.887085,counterclockwise,0,0,2231.352295,2231.352295,counterclockwise
29.155386,971.846252,971.846252,971.846252,971.846252,clockwise,0,0,267.838623,267.838623,counterclockwise
43.199471,1439.982422,1439.982422,1439.982422,1439.982422,clockwise,0,0,1849.940674,1849.940674,counterclockwise
19.390774,646.359192,646.359192,646.359192,646.359192,counterclockwise,0,0,2215.780762,2215.780762,counterclockwise
48.171478,1605.716064,1605.716064,1605.716064,1605.716064,counterclockwise,0,0,1750.398926,1750.398926,counterclockwise
28.195259,939.842041,939.842041,939.842041,939.842041,counterclockwise,0,0,1187.448730,1187.448730,counterclockwise
12.707842,423.594757,423.594757,423.594757,423.594757,clockwise,0,0,1483.693481,1483.693481,clockwise
41.722679,1390.756104,1390.756104,1390.756104,1390.756104,counterclockwise,0,0,3141.996094,3141.996094,counterclockwise
12.208155,406.938507,406.938507,406.938507,406.938507,counterclockwise,0,0,1544.350342,1544.350342,clockwise
23.013714,767.123840,767.123840,767.123840,767.123840,clockwise,0,0,530.406189,530.406189,counterclockwise
31.498117,1049.937378,1049.937378,1049.937378,1049.937378,counterclockwise,0,0,2324.387939,2324.387939,counterclockwise
54.869640,1828.988159,1828.988159,1828.988159,1828.988159,counterclockwise,0,0,2999.711914,2999.711914,counterclockwise
11.792250,393.075012,393.075012,393.075012,393.075012,clockwise,0,0,1464.721924,1464.721924,clockwise
17.781225,592.707581,592.707581,592.707581,592.707581,clockwise,0,0,1405.312744,1405.312744,counterclockwise
3.681065,122.702171,122.702171,122.702171,122.702171,counterclockwise,0,0,559.181335,559.181335,counterclockwise
10.068802,335.626770,335.626770,335.626770,335.626770,clockwise,0,0,392.552429,392.552429,clockwise
39.676014,1322.533936,1322.533936,1322.533936,1322.533936,counterclockwise,0,0,2781.104004,2781.104004,counterclockwise
50.053417,1668.447388,1668.447388,1668.447388,1668.447388,counterclockwise,0,0,2421.765381,2421.765381,counterclockwise
39.733742,1324.458130,1324.458130,1324.458130,1324.458130,clockwise,0,0,1454.447144,1454.447144,counterclockwise
18.760830,625.361023,625.361023,625.361023,625.361023,clockwise,0,0,2576.468018,2576.468018,counterclockwise
29.944115,998.137207,998.137207,998.137207,998.137207,counterclockwise,0,0,1483.693481,1483.693481,counterclockwise
39.530045,1317.668213,1317.668213,1317.668213,1317.668213,clockwise,0,0,1685.145264,1685.145264,counterclockwise
25.893167,863.105652,863.105652,863.105652,863.105652,counterclockwise,0,0,346.206696,346.206696,counterclockwise
39.154438,1305.148071,1305.148071,1305.148071,1305.148071,clockwise,0,0,1348.335205,1348.335205,counterclockwise
15.020268,500.675659,500.675659,500.675659,500.675659,clockwise,0,0,307.283478,307.283478,clockwise
13.067369,435.578979,435.578979,435.578979,435.578979,counterclockwise,0,0,1304.344971,1304.344971,clockwise
44.172997,1472.433350,1472.433350,1472.433350,1472.433350,counterclockwise,0,0,2223.114502,2223.114502,counterclockwise
50.177273,1672.575928,1672.575928,1672.575928,1672.575928,clockwise,0,0,2507.454346,2507.454346,counterclockwise
15.505179,516.839355,516.839355,516.839355,516.839355,clockwise,0,0,653.655823,653.655823,counterclockwise
27.283165,909.438904,909.438904,909.438904,909.438904,clockwise,0,0,2699.683105,2699.683105,counterclockwise
49.176865,1639.229004,1639.229004,1639.229004,1639.229004,clockwise,0,0,2205.353027,2205.353027,counterclockwise
46.232983,1541.099487,1541.099487,1541.099487,1541.099487,clockwise,0,0,3111.592529,3111.592529,counterclockwise
4.077843,135.928101,135.928101,135.928101,135.928101,counterclockwise,0,0,1365.001831,1365.001831,clockwise
23.632959,787.765381,787.765381,787.765381,787.765381,clockwise,0,0,538.936768,538.936768,clockwise
11.085124,369.504150,369.504150,369.504150,369.504150,counterclockwise,0,0,2363.616699,2363.616699,counterclockwise
25.352186,845.072937,845.072937,845.072937,845.072937,clockwise,0,0,664.210876,664.210876,counterclockwise
30.148911,1004.963745,1004.963745,1004.963745,1004.963745,clockwise,0,0,65.902771,65.902771,clockwise
20.683300,689.443359,689.443359,689.443359,689.443359,clockwise,0,0,608.290222,608.290222,counterclockwise
14.975177,499.172607,499.172607,499.172607,499.172607,counterclockwise,0,0,972.653198,972.653198,counterclockwise
41.786163,1392.872192,1392.872192,1392.872192,1392.872192,clockwise,0,0,2186.941895,2186.941895,counterclockwise
29.653013,988.433838,988.433838,988.433838,988.433838,counterclockwise,0,0,2190.163086,2190.163086,counterclockwise
18.961742,632.058105,632.058105,632.058105,632.058105,counterclockwise,0,0,2542.519287,2542.519287,counterclockwise
26.943264,898.108887,898.108887,898.108887,898.108887,clockwise,0,0,3015.825928,3015.825928,counterclockwise
38.783600,1292.786743,1292.786743,1292.786743,1292.786743,counterclockwise,0,0,554.534180,554.534180,counterclockwise
31.984486,1066.149658,1066.149658,1066.149658,1066.149658,counterclockwise,0,0,486.390350,486.390350,counterclockwise
26.622860,887.428711,887.428711,887.428711,887.428711,counterclockwise,0,0,2731.486084,2731.486084,counterclockwise
47.583580,1586.119507,1586.119507,1586.119507,1586.119507,counterclockwise,0,0,2852.931396,2852.931396,counterclockwise
32.576691,1085.889771,1085.889771,1085.889771,1085.889771,counterclockwise,0,0,745.367126,745.367126,counterclockwise
21.440073,714.669128,714.669128,714.669128,714.669128,clockwise,0,0,1081.553223,1081.553223,counterclockwise
22.090918,736.363953,736.363953,736.363953,736.363953,counterclockwise,0,0,312.376556,312.376556,counterclockwise
29.936083,997.869507,997.869507,997.869507,997.869507,clockwise,0,0,1713.296631,1713.296631,counterclockwise
29.907101,996.903442,996.903442,996.903442,996.903442,counterclockwise,0,0,1972.795654,1972.795654,counterclockwise
7.580793,252.693130,252.693130,252.693130,252.693130,counterclockwise,0,0,1535.705322,1535.705322,clockwise
13.926720,464.224030,464.224030,464.224030,464.224030,counterclockwise,0,0,2930.573486,2930.573486,counterclockwise
26.835644,894.521545,894.521545,894.521545,894.521545,counterclockwise,0,0,453.400726,453.400726,counterclockwise
21.787891,726.263123,726.263123,726.263123,726.263123,counterclockwise,0,0,987.269958,987.269958,counterclockwise
10.913231,363.774384,363.774384,363.774384,363.774384,counterclockwise,0,0,1083.144897,1083.144897,counterclockwise
21.008907,700.296936,700.296936,700.296936,700.296936,clockwise,0,0,1025.556152,1025.556152,clockwise
6.410299,213.676651,213.676651,213.676651,213.676651,clockwise,0,0,608.557617,608.557617,counterclockwise
21.745716,724.857239,724.857239,724.857239,724.857239,counterclockwise,0,0,993.750916,993.750916,clockwise
35.271023,1175.700806,1175.700806,1175.700806,1175.700806,counterclockwise,0,0,1256.140015,1256.140015,counterclockwise
1.198295,39.943161,39.943161,39.943161,39.943161,clockwise,0,0,925.963379,925.963379,counterclockwise
19.667809,655.593689,655.593689,655.593689,655.593689,counterclockwise,0,0,226.471115,226.471115,clockwise
1.864182,62.139420,62.139420,62.139420,62.139420,clockwise,0,0,1901.596069,1901.596069,counterclockwise
39.331665,1311.055542,1311.055542,1311.055542,1311.055542,counterclockwise,0,0,2036.368408,2036.368408,counterclockwise
13.065378,435.512634,435.512634,435.512634,435.512634,clockwise,0,0,1632.993530,1632.993530,clockwise
16.982212,566.073792,566.073792,566.073792,566.073792,counterclockwise,0,0,3166.336914,3166.336914,counterclockwise
30.409285,1013.642883,1013.642883,1013.642883,1013.642883,counterclockwise,0,0,689.293762,689.293762,counterclockwise
28.403439,946.781372,946.781372,946.781372,946.781372,counterclockwise,0,0,2502.297852,2502.297852,counterclockwise
39.998623,1333.287476,1333.287476,1333.287476,1333.287476,counterclockwise,0,0,2977.433838,2977.433838,counterclockwise
10.713300,357.110016,357.110016,357.110016,357.110016,counterclockwise,0,0,1504.243530,1504.243530,counterclockwise
31.876081,1062.536133,1062.536133,1062.536133,1062.536133,counterclockwise,0,0,1779.556152,1779.556152,counterclockwise
45.511738,1517.057983,1517.057983,1517.057983,1517.057983,clockwise,0,0,1833.592285,1833.592285,counterclockwise
3.806009,126.866974,126.866974,126.866974,126.866974,counterclockwise,0,0,925.212219,925.212219,counterclockwise
40.122139,1337.404785,1337.404785,1337.404785,1337.404785,clockwise,0,0,2477.940674,2477.940674,counterclockwise
31.725584,1057.519531,1057.519531,1057.519531,1057.519531,clockwise,0,0,3061.671387,3061.671387,counterclockwise
7.661102,255.370087,255.370087,255.370087,255.370087,clockwise,0,0,1636.736816,1636.736816,clockwise
9.439926,314.664215,314.664215,314.664215,314.664215,counterclockwise,0,0,804.547241,804.547241,counterclockwise
1.209561,40.318695,40.318695,40.318695,40.318695,clockwise,0,0,601.274780,601.274780,clockwise
10.626063,354.202148,354.202148,354.202148,354.202148,counterclockwise,0,0,1112.034546,1112.034546,clockwise
26.887320,896.244080,896.244080,896.244080,896.244080,counterclockwise,0,0,851.771851,851.771851,counterclockwise
24.617659,820.588684,820.588684,820.588684,820.588684,clockwise,0,0,835.003235,835.003235,counterclockwise
50.227356,1674.245361,1674.245361,1674.245361,1674.245361,clockwise,0,0,2320.593506,2320.593506,counterclockwise
13.989389,466.313019,466.313019,466.313019,466.313019,clockwise,0,0,2780.591064,2780.591064,counterclockwise
28.212019,940.400696,940.400696,940.400696,940.400696,clockwise,0,0,1623.342407,1623.342407,counterclockwise
21.110867,703.695618,703.695618,703.695618,703.695618,counterclockwise,0,0,629.897217,629.897217,clockwise
18.192957,606.431946,606.431946,606.431946,606.431946,counterclockwise,0,0,778.140381,778.140381,clockwise
1.988761,66.292030,66.292030,66.292030,66.292030,counterclockwise,0,0,153.832870,153.832870,clockwise
51.246105,1708.203613,1708.203613,1708.203613,1708.203613,counterclockwise,0,0,2346.631592,2346.631592,counterclockwise
49.729595,1657.653320,1657.653320,1657.653320,1657.653320,counterclockwise,0,0,2931.125977,2931.125977,counterclockwise
29.538181,984.606140,984.606140,984.606140,984.606140,counterclockwise,0,0,2612.697998,2612.697998,counterclockwise
50.945202,1698.173584,1698.173584,1698.173584,1698.173584,clockwise,0,0,3008.648438,3008.648438,counterclockwise
4.403028,146.767593,146.767593,146.767593,146.767593,clockwise,0,0,1652.168579,1652.168579,counterclockwise
33.226448,1107.548340,1107.548340,1107.548340,1107.548340,counterclockwise,0,0,4.978449,4.978449,clockwise
42.999168,1433.305664,1433.305664,1433.305664,1433.305664,clockwise,0,0,1429.478882,1429.478882,counterclockwise
38.655476,1288.515991,1288.515991,1288.515991,1288.515991,clockwise,0,0,1266.045898,1266.045898,counterclockwise
38.597351,1286.578491,1286.578491,1286.578491,1286.578491,counterclockwise,0,0,2890.997559,2890.997559,counterclockwise
48.062531,1602.084473,1602.084473,1602.084473,1602.084473,clockwise,0,0,3169.288086,3169.288086,counterclockwise
20.338163,677.938843,677.938843,677.938843,677.938843,counterclockwise,0,0,1020.323181,1020.323181,clockwise
23.569994,785.666504,785.666504,785.666504,785.666504,counterclockwise,0,0,2766.780273,2766.780273,counterclockwise
36.047440,1201.581421,1201.581421,1201.581421,1201.581421,counterclockwise,0,0,1733.693970,1733.693970,counterclockwise
44.624813,1487.493896,1487.493896,1487.493896,1487.493896,counterclockwise,0,0,1542.300537,1542.300537,counterclockwise
18.275999,609.200012,609.200012,609.200012,609.200012,counterclockwise,0,0,533.181702,533.181702,clockwise
20.157604,671.920166,671.920166,671.920166,671.920166,counterclockwise,0,0,32.467503,32.467503,counterclockwise
20.661230,688.707703,688.707703,688.707703,688.707703,clockwise,0,0,219.506622,219.506622,clockwise
25.595327,853.177673,853.177673,853.177673,853.177673,counterclockwise,0,0,400.599548,400.599548,clockwise
31.364805,1045.493530,1045.493530,1045.493530,1045.493530,counterclockwise,0,0,2775.296875,2775.296875,counterclockwise
41.295025,1376.500977,1376.500977,1376.500977,1376.500977,clockwise,0,0,950.269653,950.269653,counterclockwise
17.723192,590.773132,590.773132,590.773132,590.773132,clockwise,0,0,136.796860,136.796860,counterclockwise
23.482107,782.736938,782.736938,782.736938,782.736938,counterclockwise,0,0,989.778381,989.778381,counterclockwise
41.370949,1379.031738,1379.031738,1379.031738,1379.031738,clockwise,0,0,1747.126709,1747.126709,counterclockwise
52.908485,1763.616333,1763.616333,1763.616333,1763.616333,counterclockwise,0,0,3142.912842,3142.912842,counterclockwise
7.037957,234.598572,234.598572,234.598572,234.598572,clockwise,0,0,1122.233276,1122.233276,clockwise
25.905064,863.502197,863.502197,863.502197,863.502197,clockwise,0,0,67.634537,67.634537,clockwise
19.160517,638.683960,638.683960,638.683960,638.683960,counterclockwise,0,0,1011.881714,1011.881714,clockwise
4.654320,155.144012,155.144012,155.144012,155.144012,counterclockwise,0,0,2150.323242,2150.323242,clockwise
36.021336,1200.711304,1200.711304,1200.711304,1200.711304,clockwise,0,0,1938.456299,1938.456299,counterclockwise
40.970623,1365.687500,1365.687500,1365.687500,1365.687500,clockwise,0,0,1174.487061,1174.487061,counterclockwise
30.542696,1018.089966,1018.089966,1018.089966,1018.089966,counterclockwise,0,0,2690.322021,2690.322021,counterclockwise
49.700760,1656.692139,1656.692139,1656.692139,1656.692139,counterclockwise,0,0,2351.304199,2351.304199,counterclockwise
46.293083,1543.102905,1543.102905,1543.102905,1543.102905,counterclockwise,0,0,2763.556396,2763.556396,counterclockwise
47.663082,1588.769531,1588.769531,1588.769531,1588.769531,clockwise,0,0,2355.760742,2355.760742,counterclockwise
42.137413,1404.580566,1404.580566,1404.580566,1404.580566,counterclockwise,0,0,1761.119629,1761.119629,counterclockwise
34.537285,1151.242920,1151.242920,1151.242920,1151.242920,counterclockwise,0,0,122.918640,122.918640,counterclockwise
38.690746,1289.691650,1289.691650,1289.691650,1289.691650,counterclockwise,0,0,988.632324,988.632324,counterclockwise
33.699520,1123.317383,1123.317383,1123.317383,1123.317383,clockwise,0,0,1918.288208,1918.288208,counterclockwise
37.135193,1237.839844,1237.839844,1237.839844,1237.839844,counterclockwise,0,0,2223.216309,2223.216309,counterclockwise
9.220836,307.361206,307.361206,307.361206,307.361206,clockwise,0,0,3175.896240,3175.896240,counterclockwise
32.405708,1080.190308,1080.190308,1080.190308,1080.190308,clockwise,0,0,3179.568359,3179.568359,counterclockwise
